CustomerID,Recency,MonetaryValue,Frequency,Variety,Total_Score,Cluster
13271.0,37,218.51,87,79,11,1
13272.0,31,256.66,15,15,6,2
13273.0,113,148.91,16,16,5,2
13276.0,64,572.38,30,30,8,0
13277.0,16,258.4,8,5,7,0
13278.0,41,521.38,46,46,11,1
13279.0,78,138.65,9,9,5,2
13280.0,122,799.74,82,67,11,1
13282.0,18,1080.54,37,29,11,1
13283.0,60,99.18,7,7,5,2
13284.0,331,191.24,13,13,4,4
13285.0,23,2679.52,187,157,15,3
13291.0,156,361.23,42,41,9,5
13292.0,39,543.13,31,29,9,5
13294.0,190,866.49,54,48,10,5
13295.0,360,201.20000000000002,10,10,4,4
13296.0,137,87.4,5,5,5,2
13297.0,8,1959.77,59,52,14,3
13298.0,1,225.0,2,2,7,0
13299.0,268,133.8,5,5,4,4
13300.0,169,371.89,20,20,7,0
13301.0,104,616.33,81,75,11,1
13302.0,155,42.5,1,1,4,4
13304.0,351,302.61,21,21,7,0
13305.0,4,1879.67,81,50,14,3
13307.0,120,15.0,1,1,5,2
13308.0,23,1327.1100000000001,54,49,12,1
13309.0,7,1489.0,107,82,16,3
13310.0,28,1116.63,72,65,12,1
13311.0,4,563.57,26,25,10,5
13313.0,22,1555.32,78,47,13,1
13314.0,2,763.6700000000001,62,55,13,1
13316.0,37,3550.4100000000003,86,66,13,1
13317.0,66,2210.29,124,100,14,3
13318.0,1,619.28,20,14,10,5
13319.0,5,10500.79,476,209,16,3
13320.0,78,1547.8,105,77,13,1
13321.0,72,349.4,11,10,6,2
13322.0,17,199.48000000000002,25,25,9,5
13323.0,3,736.85,21,6,10,5
13324.0,36,4351.97,75,25,12,1
13325.0,82,654.9,12,12,7,0
13327.0,39,3569.87,108,74,14,3
13328.0,316,907.08,17,17,7,0
13329.0,32,695.28,17,16,8,0
13330.0,93,1141.84,53,37,11,1
13332.0,14,346.9,21,21,10,5
13334.0,82,3486.9900000000002,265,207,14,3
13336.0,77,796.16,51,51,11,1
13338.0,158,402.01,19,19,7,0
13339.0,201,819.44,54,54,10,5
13340.0,45,8276.98,134,128,15,3
13341.0,261,739.55,42,42,10,5
13343.0,178,307.93,19,19,7,0
13344.0,68,2048.31,116,115,14,3
13345.0,288,342.20000000000005,20,20,7,0
13347.0,70,299.86,8,8,6,2
13348.0,64,233.76,14,14,5,2
13349.0,11,206.18,16,16,7,0
13350.0,16,821.67,40,36,12,1
13351.0,66,332.44,16,16,6,2
13352.0,60,361.03999999999996,24,24,8,0
13354.0,71,746.77,51,51,11,1
13355.0,122,664.5,32,32,9,5
13356.0,80,714.19,42,42,11,1
13357.0,257,586.38,89,85,10,5
13358.0,269,409.59000000000003,29,29,7,0
13359.0,64,398.06,23,23,8,0
13362.0,9,3059.06,166,128,16,3
13363.0,18,929.33,60,47,13,1
13364.0,71,134.95999999999998,10,10,5,2
13365.0,34,2128.23,128,122,15,3
13366.0,50,15.12,1,1,6,2
13368.0,257,566.2,29,29,7,0
13369.0,366,263.88,14,14,4,4
13370.0,372,738.87,39,39,9,5
13372.0,90,337.68,23,23,8,0
13373.0,61,3269.65,158,135,14,3
13375.0,89,760.58,37,37,10,5
13376.0,99,888.4300000000001,53,45,11,1
13379.0,26,599.39,97,85,12,1
13381.0,32,3620.71,172,77,14,3
13382.0,281,221.54000000000002,15,15,4,4
13384.0,31,3684.7400000000002,152,123,15,3
13385.0,330,485.87,35,35,7,0
13388.0,131,628.75,35,35,9,5
13389.0,11,777.16,51,50,13,1
13390.0,75,496.68,13,13,6,2
13391.0,204,34.0,1,1,4,4
13394.0,2,2586.08,155,124,16,3
13395.0,185,308.18,21,21,7,0
13396.0,29,1314.51,43,42,12,1
13397.0,73,1427.8500000000001,38,28,9,5
13398.0,192,457.09000000000003,26,26,7,0
13402.0,127,630.23,39,32,9,5
13403.0,18,75.0,3,3,7,0
13404.0,1,252.49,11,11,7,0
13405.0,74,537.77,27,25,8,0
13408.0,2,21381.25,478,234,16,3
13410.0,24,1003.06,28,15,9,5
13411.0,107,212.10000000000002,18,17,7,0
13414.0,134,617.8199999999999,24,23,9,5
13416.0,44,712.5,19,11,9,5
13417.0,5,586.78,28,26,10,5
13418.0,12,5668.2300000000005,304,223,16,3
13419.0,64,223.94,16,16,5,2
13420.0,150,147.1,8,8,4,4
13421.0,40,1764.06,102,88,15,3
13422.0,64,2560.32,127,127,14,3
13425.0,108,1505.1100000000001,78,66,12,1
13426.0,1,3574.48,157,103,16,3
13427.0,19,564.1,29,25,9,5
13428.0,10,202.45,71,70,11,1
13429.0,11,1024.75,67,55,13,1
13430.0,19,701.93,49,48,12,1
13431.0,67,1092.08,46,44,11,1
13434.0,74,312.24,10,9,6,2
13435.0,5,3465.13,101,68,15,3
13436.0,2,173.04,12,12,7,0
13437.0,14,3196.46,167,143,16,3
13439.0,255,288.81,54,54,9,5
13441.0,92,271.32,13,13,5,2
13447.0,23,1122.65,59,55,12,1
13448.0,17,3490.25,194,137,16,3
13449.0,24,291.88,19,19,9,5
13450.0,27,1680.0,71,32,12,1
13451.0,26,2887.28,433,315,15,3
13452.0,259,17.0,2,1,4,4
13453.0,166,345.38,17,16,5,2
13455.0,25,973.04,46,42,12,1
13456.0,18,1606.42,63,43,14,3
13458.0,7,9437.97,382,242,16,3
13460.0,29,184.16,17,16,6,2
13461.0,39,1061.68,27,14,9,5
13462.0,253,151.5,9,9,4,4
13464.0,58,669.35,41,41,10,5
13466.0,184,291.82,17,17,6,2
13467.0,11,1046.83,98,89,14,3
13468.0,2,5486.47,302,184,16,3
13470.0,99,165.0,10,7,5,2
13471.0,1,2463.96,254,214,16,3
13473.0,61,408.98,21,21,8,0
13474.0,236,218.69,62,59,8,0
13475.0,191,1371.16,86,64,10,5
13476.0,179,962.47,58,56,10,5
13477.0,38,1437.45,79,57,12,1
13479.0,201,295.15,15,14,5,2
13481.0,46,1794.58,109,98,15,3
13482.0,232,187.76,11,11,4,4
13483.0,66,140.34,10,10,5,2
13484.0,241,313.8,8,8,5,2
13485.0,233,451.34000000000003,23,23,7,0
13486.0,78,1121.09,69,69,11,1
13487.0,58,572.5,34,26,8,0
13488.0,17,8498.19,422,271,16,3
13489.0,105,253.56,14,11,5,2
13491.0,52,1225.74,86,73,11,1
13492.0,136,1269.84,50,38,11,1
13493.0,275,254.26999999999998,8,6,4,4
13494.0,312,311.22,18,18,7,0
13495.0,8,2044.8700000000001,48,34,13,1
13496.0,11,631.63,35,28,11,1
13497.0,283,348.05,19,19,7,0
13499.0,18,1005.09,42,31,12,1
13500.0,23,1147.72,65,60,12,1
13501.0,288,1334.52,52,52,10,5
13502.0,17,296.78000000000003,18,17,10,5
13503.0,71,209.95,17,17,6,2
13504.0,64,286.7,22,22,8,0
13505.0,73,3716.58,215,182,14,3
13506.0,316,458.27,26,26,7,0
13507.0,3,2456.77,162,146,16,3
13508.0,244,106.72,12,12,4,4
13509.0,9,883.94,44,27,12,1
13510.0,1,1765.2,115,86,16,3
13512.0,261,245.51000000000002,15,15,4,4
13513.0,127,186.1,10,10,5,2
13514.0,74,152.20000000000002,4,4,5,2
13515.0,73,885.74,59,50,11,1
13516.0,21,829.39,44,43,12,1
13517.0,60,2118.55,141,125,14,3
13518.0,86,618.56,36,36,10,5
13519.0,78,112.95,8,8,5,2
13520.0,59,2767.55,93,49,12,1
13521.0,1,1065.11,418,313,15,3
13522.0,30,125.80000000000001,5,5,6,2
13523.0,33,3345.68,172,157,15,3
13524.0,41,656.98,27,17,10,5
13525.0,15,249.56,6,5,7,0
13527.0,34,2281.7,217,153,15,3
13529.0,79,257.06,15,15,5,2
13531.0,205,459.7,22,17,7,0
13532.0,34,210.31,66,66,10,5
13533.0,183,269.27,75,61,8,0
13534.0,2,5856.58,296,119,16,3
13536.0,1,3262.9700000000003,178,91,16,3
13538.0,43,1280.85,25,10,9,5
13539.0,86,608.74,37,35,9,5
13544.0,40,272.42,78,76,11,1
13546.0,12,606.17,97,72,13,1
13548.0,96,647.94,123,114,13,1
13549.0,26,891.15,51,37,12,1
13551.0,319,79.05000000000001,4,4,4,4
13552.0,66,3519.87,109,82,14,3
13555.0,74,3825.58,135,128,14,3
13557.0,28,569.06,34,31,9,5
13558.0,6,585.03,169,123,14,3
13560.0,7,171.42000000000002,32,32,9,5
13561.0,216,140.7,14,14,4,4
13562.0,82,1798.8500000000001,82,50,12,1
13563.0,84,533.98,49,49,10,5
13564.0,144,1126.13,81,68,10,5
13565.0,19,244.12,38,35,8,0
13566.0,41,860.24,169,134,14,3
13568.0,173,185.6,43,41,8,0
13569.0,17,327.87,79,73,12,1
13570.0,243,237.45,27,27,6,2
13571.0,13,2109.32,340,157,16,3
13572.0,206,1245.8700000000001,33,32,8,0
13573.0,50,274.36,25,24,9,5
13575.0,23,727.59,46,41,12,1
13576.0,10,4694.42,126,78,16,3
13577.0,25,1683.6000000000001,83,61,13,1
13579.0,15,456.39,23,19,10,5
13581.0,309,113.7,10,10,4,4
13583.0,156,774.05,53,53,10,5
13584.0,307,135.25,24,24,6,2
13587.0,64,400.44,8,8,6,2
13588.0,16,2474.32,174,131,16,3
13589.0,15,332.55,21,21,10,5
13590.0,11,1744.1,87,70,14,3
13591.0,65,1054.58,58,56,11,1
13592.0,36,219.01,16,15,6,2
13593.0,108,1985.98,127,77,13,1
13594.0,53,404.97,26,26,8,0
13596.0,6,654.4,146,133,15,3
13598.0,47,147.29,35,33,8,0
13599.0,1,4819.18,246,171,16,3
13600.0,312,223.27,19,19,6,2
13601.0,45,702.75,99,90,14,3
13602.0,65,421.33000000000004,23,23,8,0
13603.0,26,168.84,27,27,8,0
13606.0,29,270.19,40,40,9,5
13607.0,40,664.4,97,93,13,1
13610.0,12,1063.66,215,165,15,3
13611.0,89,1134.24,72,67,11,1
13614.0,24,1458.88,195,171,14,3
13615.0,319,417.69,23,23,7,0
13617.0,40,537.17,44,31,10,5
13618.0,174,195.34,13,13,4,4
13621.0,117,240.32999999999998,19,19,7,0
13623.0,31,668.08,78,75,12,1
13626.0,253,266.59,19,19,6,2
13627.0,59,1470.55,92,84,12,1
13629.0,23,2885.75,59,28,12,1
13630.0,5,1474.98,71,51,14,3
13631.0,100,1690.22,11,6,8,0
13632.0,25,2072.1,145,121,15,3
13634.0,33,1509.0,186,156,15,3
13635.0,68,1065.57,62,62,11,1
13636.0,37,931.21,63,57,12,1
13637.0,52,792.9,99,79,13,1
13638.0,16,114.86,8,8,7,0
13639.0,74,829.58,40,39,10,5
13642.0,216,293.54,57,57,9,5
13643.0,31,519.44,28,24,9,5
13644.0,16,2495.69,146,144,16,3
13645.0,120,204.2,5,5,5,2
13647.0,10,1567.78,78,65,14,3
13649.0,257,342.35,23,23,7,0
13650.0,17,1796.75,96,79,15,3
13651.0,35,87.7,6,6,6,2
13652.0,46,1097.48,63,48,12,1
13654.0,43,2668.15,166,157,15,3
13655.0,114,936.69,56,52,11,1
13656.0,165,418.63,49,49,9,5
13657.0,11,371.98,16,16,8,0
13658.0,10,2354.47,108,91,16,3
13659.0,206,1458.3700000000001,103,92,12,1
13662.0,86,838.96,52,50,11,1
13663.0,179,189.47,13,13,4,4
13666.0,60,84.65,12,12,5,2
13667.0,149,297.8,83,82,10,5
13668.0,3,5425.17,463,284,16,3
13669.0,51,214.42,9,9,6,2
13670.0,75,349.7,25,25,8,0
13672.0,301,186.39000000000001,6,4,4,4
13673.0,19,357.29,60,47,11,1
13675.0,151,487.54,25,25,7,0
13678.0,152,239.6,16,16,4,4
13680.0,1,3166.25,194,164,16,3
13681.0,18,828.85,57,37,13,1
13682.0,187,51.0,3,3,4,4
13684.0,286,65.13,29,29,6,2
13685.0,3,261.82,39,29,9,5
13686.0,183,72.0,8,8,4,4
13689.0,63,337.2,6,6,6,2
13690.0,59,140.0,9,9,5,2
13692.0,25,1370.04,53,48,12,1
13694.0,4,27651.54,568,366,16,3
13695.0,31,2152.69,90,46,13,1
13697.0,39,155.14,12,12,6,2
13699.0,155,308.58000000000004,14,14,5,2
13700.0,26,2130.94,194,139,15,3
13703.0,318,85.0,1,1,4,4
13704.0,5,2319.2400000000002,134,111,16,3
13705.0,8,555.36,28,25,10,5
13706.0,303,307.89,20,20,7,0
13707.0,267,737.78,48,48,10,5
13708.0,271,284.08,49,49,9,5
13709.0,4,5826.1900000000005,335,244,16,3
13710.0,32,182.39999999999998,8,8,6,2
13711.0,219,249.16000000000003,13,11,4,4
13712.0,247,176.04,10,10,4,4
13715.0,281,1077.39,104,89,12,1
13716.0,269,139.0,21,21,6,2
13717.0,32,1441.69,102,92,14,3
13718.0,246,298.92,12,9,5,2
13719.0,15,995.31,60,56,13,1
13720.0,117,731.1,43,42,11,1
13721.0,36,523.46,28,28,9,5
13722.0,132,2317.3,85,75,12,1
13723.0,217,192.60000000000002,6,6,4,4
13725.0,50,1813.34,104,95,15,3
13726.0,39,843.06,42,39,12,1
13727.0,29,333.48,20,19,9,5
13728.0,37,999.14,63,38,12,1
13730.0,136,739.85,43,38,11,1
13731.0,219,579.59,38,36,8,0
13732.0,28,498.1,33,33,9,5
13735.0,25,2697.77,195,158,15,3
13736.0,5,692.55,190,166,15,3
13737.0,200,325.4,30,29,7,0
13739.0,18,216.9,3,3,7,0
13740.0,241,342.11,23,23,7,0
13741.0,72,639.23,34,34,9,5
13742.0,17,2933.5,313,200,16,3
13743.0,3,1074.84,41,8,10,5
13744.0,95,1043.8,63,54,11,1
13745.0,162,300.52,25,25,7,0
13747.0,374,68.0,1,1,4,4
13748.0,96,772.02,28,24,9,5
13750.0,54,951.74,24,20,9,5
13751.0,288,190.65,9,9,4,4
13752.0,124,1068.0,75,64,11,1
13753.0,288,741.26,35,35,8,0
13754.0,152,266.2,12,11,4,4
13755.0,4,2071.08,321,232,16,3
13756.0,2,4244.360000000001,142,66,15,3
13758.0,12,2895.37,117,104,16,3
13759.0,33,608.53,25,24,10,5
13760.0,54,287.03000000000003,57,50,10,5
13761.0,50,1070.65,70,68,12,1
13762.0,219,211.32,7,7,4,4
13763.0,63,1248.72,15,15,7,0
13764.0,71,1519.7,207,183,14,3
13767.0,2,13141.140000000001,368,55,15,3
13769.0,2,2635.15,135,73,15,3
13771.0,64,2562.16,119,114,14,3
13772.0,34,1111.7,173,141,14,3
13774.0,82,338.55,22,22,8,0
13777.0,1,10955.36,197,36,15,3
13778.0,103,178.7,9,9,5,2
13780.0,7,284.59000000000003,57,56,12,1
13781.0,251,117.89,17,17,5,2
13782.0,13,887.36,113,96,15,3
13784.0,10,1577.48,31,9,11,1
13786.0,367,230.39999999999998,7,7,4,4
13787.0,76,308.88,31,24,8,0
13790.0,4,403.88,45,45,12,1
13791.0,128,493.55999999999995,11,7,6,2
13792.0,66,191.55,13,13,5,2
13798.0,1,19537.41,349,113,16,3
13799.0,117,683.06,39,32,9,5
13800.0,310,537.62,33,33,7,0
13801.0,67,314.0,23,23,8,0
13802.0,139,2774.0,60,55,12,1
13803.0,255,277.07,17,17,6,2
13804.0,31,2549.69,135,124,15,3
13805.0,52,325.08,13,10,6,2
13806.0,64,243.63000000000002,10,10,5,2
13807.0,367,112.6,7,7,4,4
13808.0,6,1664.2,76,70,14,3
13809.0,305,135.15,12,11,4,4
13810.0,29,812.0600000000001,35,32,10,5
13811.0,184,562.25,13,7,5,2
13812.0,42,516.74,36,33,9,5
13813.0,40,1259.46,69,54,12,1
13814.0,92,1501.02,57,37,12,1
13815.0,22,3663.68,176,132,15,3
13816.0,24,502.22,28,25,9,5
13817.0,29,354.48,24,20,9,5
13819.0,302,942.83,36,26,8,0
13821.0,145,373.19,59,51,9,5
13822.0,6,594.76,96,90,13,1
13823.0,19,957.66,40,39,11,1
13824.0,33,1560.08,46,34,12,1
13826.0,176,170.3,10,10,4,4
13827.0,58,374.16,92,83,11,1
13828.0,22,213.81,15,15,6,2
13831.0,16,1700.55,72,58,14,3
13832.0,19,52.199999999999996,3,3,6,2
13833.0,159,372.45,28,28,7,0
13835.0,25,822.49,55,48,12,1
13837.0,212,266.59000000000003,18,17,6,2
13838.0,6,653.99,165,144,15,3
13841.0,253,30.599999999999998,1,1,4,4
13842.0,59,3204.51,206,155,14,3
13844.0,11,361.62,20,20,10,5
13845.0,65,302.78,9,9,6,2
13846.0,25,850.66,55,55,12,1
13848.0,92,93.96,5,3,5,2
13849.0,52,1527.28,101,97,14,3
13850.0,129,1578.78,93,93,13,1
13851.0,96,1761.52,81,77,12,1
13853.0,57,1000.0600000000001,23,23,9,5
13854.0,9,7088.56,110,39,15,3
13856.0,169,226.14,14,10,4,4
13858.0,57,216.17,11,11,5,2
13859.0,326,199.04000000000002,28,27,6,2
13860.0,1,1227.53,76,58,13,1
13862.0,18,2205.88,139,97,16,3
13863.0,248,298.88,20,20,7,0
13865.0,58,480.31,30,26,8,0
13866.0,74,145.67000000000002,7,7,5,2
13867.0,31,978.04,60,51,12,1
13868.0,7,576.85,33,32,10,5
13869.0,123,3039.95,304,234,14,3
13870.0,2,2452.84,115,91,16,3
13871.0,23,6330.05,336,155,15,3
13873.0,120,385.57,23,21,8,0
13874.0,358,397.05,18,18,7,0
13875.0,54,1765.26,104,79,14,3
13876.0,64,115.80000000000001,7,7,5,2
13877.0,86,92.28,3,3,5,2
13878.0,55,1230.72,35,35,9,5
13880.0,21,3170.12,165,125,15,3
13881.0,4,9400.44,178,72,15,3
13882.0,3,1135.54,65,54,13,1
13883.0,11,2566.33,142,108,16,3
13884.0,7,772.1,59,45,13,1
13885.0,189,488.9,28,28,7,0
13886.0,71,235.56,16,16,5,2
13887.0,204,343.75,19,19,7,0
13888.0,120,578.92,39,38,9,5
13889.0,93,416.90000000000003,15,15,6,2
13890.0,1,1888.92,110,74,15,3
13892.0,27,512.45,27,26,9,5
13893.0,298,786.4,21,21,8,0
13894.0,24,522.21,27,25,9,5
13895.0,28,2508.93,118,97,15,3
13897.0,50,311.88,17,17,8,0
13898.0,326,172.49,12,12,4,4
13899.0,16,371.52,19,19,10,5
13900.0,183,720.0500000000001,43,42,10,5
13901.0,72,2746.07,149,144,14,3
13904.0,37,332.64,26,24,9,5
13908.0,80,2215.16,122,104,14,3
13911.0,57,2308.79,148,120,14,3
13914.0,12,637.8100000000001,33,28,11,1
13917.0,50,283.66,18,16,8,0
13918.0,50,833.38,30,30,10,5
13919.0,59,357.36,28,24,8,0
13922.0,352,153.7,7,7,4,4
13923.0,54,351.13,20,20,8,0
13924.0,2,1845.55,117,90,16,3
13925.0,93,583.28,41,28,8,0
13926.0,23,191.5,11,11,6,2
13927.0,75,348.99,21,21,8,0
13928.0,11,437.37,27,23,10,5
13929.0,169,727.45,9,8,6,2
13930.0,58,337.34,17,15,6,2
13931.0,96,1230.93,58,56,11,1
13932.0,295,296.7,16,16,5,2
13933.0,109,608.7900000000001,23,23,9,5
13934.0,264,912.15,31,31,8,0
13936.0,180,390.26,26,26,7,0
13937.0,169,158.85,9,9,4,4
13938.0,35,71.66,7,7,6,2
13939.0,23,616.18,45,43,12,1
13940.0,17,827.14,49,39,13,1
13941.0,22,3075.56,45,24,12,1
13946.0,79,415.47,11,11,6,2
13947.0,65,90.6,5,5,5,2
13948.0,361,102.0,3,3,4,4
13949.0,3,2429.32,160,124,16,3
13950.0,11,679.26,35,33,11,1
13951.0,176,641.27,39,38,9,5
13952.0,218,3106.05,137,120,13,1
13953.0,7,580.6800000000001,20,8,9,5
13954.0,2,391.58,25,24,10,5
13955.0,154,299.13,33,33,7,0
13956.0,5,970.1700000000001,147,123,15,3
13959.0,79,594.37,90,79,11,1
13960.0,21,236.46,12,11,6,2
13962.0,22,141.6,11,11,6,2
13963.0,308,648.78,35,35,8,0
13967.0,146,80.7,2,2,4,4
13969.0,7,8303.68,619,334,16,3
13971.0,19,2734.26,149,118,15,3
13972.0,71,206.8,15,15,5,2
13973.0,287,263.25,11,11,4,4
13974.0,49,413.59000000000003,28,28,9,5
13975.0,31,2455.42,329,240,15,3
13976.0,207,354.38,10,10,5,2
13978.0,15,201.65,15,14,7,0
13979.0,73,877.07,54,54,11,1
13980.0,60,197.06,11,11,5,2
13982.0,39,1867.49,111,72,14,3
13983.0,30,1699.42,107,91,15,3
13984.0,27,479.39,16,14,7,0
13985.0,4,7048.35,349,108,16,3
13986.0,17,231.42,13,12,7,0
13988.0,20,4000.29,234,188,15,3
13989.0,66,802.0699999999999,41,33,9,5
13990.0,213,307.7,16,16,5,2
13991.0,12,854.53,82,58,13,1
13992.0,30,76.8,5,5,6,2
13993.0,43,3158.66,121,66,14,3
13994.0,4,2240.8,148,122,16,3
13995.0,15,1391.89,86,55,13,1
13999.0,10,3898.77,208,102,16,3
14000.0,211,437.52,15,15,5,2
14001.0,46,1425.68,39,34,10,5
14002.0,134,579.24,47,47,10,5
14004.0,43,4222.36,171,102,15,3
14005.0,10,2270.38,84,53,14,3
14006.0,116,692.82,30,22,9,5
14009.0,198,695.61,42,42,10,5
14012.0,278,328.8,11,11,5,2
14013.0,110,480.21999999999997,34,30,8,0
14014.0,77,521.02,39,39,9,5
14015.0,53,891.4200000000001,20,20,9,5
14016.0,162,3798.82,161,154,13,1
14019.0,47,1241.73,66,37,12,1
14020.0,17,646.9399999999999,39,37,12,1
14021.0,155,597.7,22,22,7,0
14022.0,225,447.08,28,28,7,0
14023.0,7,581.17,31,30,10,5
14024.0,122,323.45,16,16,6,2
14027.0,61,104.82,6,6,5,2
14029.0,63,429.38,15,15,6,2
14030.0,18,1853.15,242,210,16,3
14031.0,7,11795.460000000001,250,119,16,3
14032.0,2,2851.5099999999998,143,53,15,3
14034.0,22,566.2,86,82,12,1
14035.0,29,1367.35,66,41,12,1
14036.0,285,612.45,38,38,9,5
14037.0,176,147.20000000000002,28,27,6,2
14038.0,78,1560.38,92,64,12,1
14039.0,33,134.8,6,6,6,2
14040.0,41,3424.53,229,146,15,3
14041.0,266,142.23999999999998,21,21,6,2
14044.0,27,594.16,206,165,13,1
14045.0,109,914.4000000000001,6,4,7,0
14046.0,284,158.46,14,14,4,4
14047.0,9,1299.66,32,22,11,1
14048.0,305,414.97,85,83,10,5
14049.0,17,5331.22,478,348,16,3
14050.0,32,752.24,54,49,12,1
14051.0,1,14773.41,210,52,15,3
14052.0,20,224.03,56,56,10,5
14053.0,124,124.91,4,2,5,2
14054.0,65,92.46,6,6,5,2
14055.0,106,435.74,10,10,6,2
14056.0,1,8131.72,1088,320,16,3
14057.0,24,5519.0,283,179,15,3
14059.0,267,163.2,8,8,4,4
14060.0,5,5130.22,202,86,16,3
14062.0,10,6941.93,111,60,15,3
14064.0,29,962.28,77,59,12,1
14066.0,267,139.8,7,7,4,4
14067.0,64,362.21,52,51,10,5
14068.0,320,265.85,24,22,6,2
14071.0,4,1399.49,323,271,15,3
14073.0,32,157.28,13,13,6,2
14075.0,5,910.5799999999999,43,33,12,1
14076.0,129,110.88,44,43,9,5
14077.0,41,476.49,42,33,10,5
14078.0,102,1041.05,65,46,11,1
14079.0,125,247.26999999999998,12,12,5,2
14080.0,33,45.599999999999994,4,4,6,2
14081.0,302,890.94,150,126,12,1
14082.0,365,182.25,29,28,6,2
14083.0,4,1000.45,177,162,15,3
14085.0,2,4312.31,448,272,16,3
14087.0,3,224.53,68,61,11,1
14088.0,10,43204.090000000004,589,379,16,3
14089.0,57,150.95,13,13,5,2
14090.0,325,38.160000000000004,1,1,4,4
14092.0,8,4077.11,214,117,16,3
14093.0,12,443.57,100,95,14,3
14096.0,4,48218.44,5111,1119,16,3
14098.0,37,148.31,21,21,8,0
14099.0,16,3023.66,250,167,16,3
14100.0,138,191.95000000000002,25,24,7,0
14101.0,74,2104.9900000000002,35,15,9,5
14102.0,5,993.98,58,35,12,1
14104.0,155,117.41,21,21,6,2
14105.0,239,1248.0,74,74,10,5
14107.0,52,2682.16,123,61,13,1
14108.0,31,587.22,34,33,9,5
14109.0,73,144.2,9,9,5,2
14110.0,4,4661.110000000001,155,94,16,3
14111.0,14,462.40000000000003,10,10,8,0
14112.0,23,2865.4,160,117,15,3
14113.0,4,1237.22,34,26,11,1
14114.0,274,297.13,15,15,5,2
14116.0,20,1355.74,72,61,12,1
14117.0,144,90.0,3,3,4,4
14121.0,4,2741.8,159,148,16,3
14124.0,84,87.47999999999999,5,4,5,2
14125.0,11,2650.45,166,159,16,3
14126.0,8,373.56,15,14,8,0
14127.0,123,709.71,44,39,11,1
14128.0,61,644.3,46,40,11,1
14129.0,2,1123.8600000000001,52,31,12,1
14130.0,319,467.38,66,66,9,5
14132.0,2,3464.27,200,100,16,3
14133.0,130,572.39,28,25,8,0
14135.0,2,3880.31,134,95,16,3
14138.0,2,968.7600000000001,46,40,13,1
14139.0,46,381.68,26,26,9,5
14140.0,4,942.8,66,60,13,1
14141.0,3,910.88,40,27,11,1
14142.0,373,331.91,22,22,7,0
14143.0,134,115.8,7,7,5,2
14145.0,47,1960.2000000000003,11,6,9,5
14146.0,9,4042.39,210,183,16,3
14147.0,78,483.4,5,4,6,2
14148.0,234,114.7,3,3,4,4
14149.0,221,438.48,28,28,7,0
14150.0,36,673.78,26,23,10,5
14152.0,75,639.0500000000001,49,47,11,1
14154.0,239,1014.42,52,52,10,5
14155.0,266,118.75,6,6,4,4
14156.0,10,57383.14,1395,714,16,3
14157.0,20,419.85,46,45,11,1
14158.0,40,511.22,41,41,10,5
14159.0,20,4748.63,1175,501,15,3
14161.0,216,1070.73,104,87,12,1
14162.0,174,272.22,25,25,6,2
14163.0,87,2015.0500000000002,52,36,12,1
14164.0,71,1055.52,29,28,9,5
14165.0,276,116.31,24,23,6,2
14167.0,39,555.34,50,27,10,5
14171.0,98,351.66,58,57,10,5
14173.0,11,425.34000000000003,29,28,10,5
14174.0,33,133.97,26,26,8,0
14175.0,60,3042.42,149,139,14,3
14176.0,297,568.2,31,28,7,0
14177.0,86,543.52,41,37,9,5
14178.0,9,1656.23,318,191,16,3
14179.0,41,693.16,157,135,14,3
14180.0,11,3916.52,240,112,16,3
14184.0,67,431.09000000000003,24,24,8,0
14185.0,331,38.25,3,3,4,4
14188.0,31,2057.48,65,34,12,1
14189.0,2,4622.08,265,176,16,3
14191.0,2,4702.4,259,145,16,3
14193.0,68,850.6700000000001,42,35,10,5
14194.0,5,11003.41,579,269,16,3
14195.0,202,393.8,7,7,5,2
14196.0,107,264.12,6,6,5,2
14198.0,18,669.0,39,35,11,1
14199.0,218,146.2,2,2,4,4
14201.0,60,727.1,37,32,9,5
14204.0,2,145.71,39,36,10,5
14205.0,17,466.7,24,23,10,5
14206.0,239,319.65999999999997,20,20,7,0
14208.0,95,150.84,10,10,5,2
14209.0,11,1981.51,87,55,14,3
14210.0,106,1863.74,102,66,13,1
14211.0,53,2142.87,112,87,14,3
14212.0,90,405.72,9,9,6,2
14214.0,31,1002.14,67,64,12,1
14215.0,12,1785.8700000000001,108,98,16,3
14216.0,3,1766.48,59,47,14,3
14217.0,2,1880.83,100,78,16,3
14218.0,43,176.44,12,12,6,2
14219.0,4,92.22,7,7,7,0
14220.0,247,571.5600000000001,21,21,7,0
14221.0,42,3252.97,193,123,15,3
14222.0,177,661.3199999999999,41,41,9,5
14223.0,92,974.02,60,50,11,1
14224.0,110,911.76,113,105,13,1
14226.0,29,1826.63,66,64,13,1
14227.0,26,3329.36,175,117,15,3
14229.0,52,1393.29,40,29,9,5
14231.0,184,852.76,50,47,10,5
14232.0,43,1987.54,115,81,15,3
14233.0,49,1274.28,35,30,10,5
14234.0,22,777.87,147,122,14,3
14235.0,75,2586.02,79,65,12,1
14236.0,81,492.06,15,15,6,2
14237.0,373,136.95000000000002,9,9,4,4
14238.0,326,142.5,8,8,4,4
14239.0,43,2341.57,112,83,15,3
14240.0,30,881.88,42,37,12,1
14241.0,184,213.70000000000002,10,10,4,4
14242.0,235,269.15,16,13,4,4
